,AL0D_1_GLbulkRNAseq_sub,AL0D_2_GLbulkRNAseq_sub,AL0D_3_GLbulkRNAseq_sub,AL0D_5_GLbulkRNAseq_sub,AL0R_1_GLbulkRNAseq_sub,AL0R_2_GLbulkRNAseq_sub,AL0R_3_GLbulkRNAseq_sub,AL0R_4_GLbulkRNAseq_sub,AL40D_1_GLbulkRNAseq_sub,AL40D_2_GLbulkRNAseq_sub,AL40D_3_GLbulkRNAseq_sub,AL40D_5_GLbulkRNAseq_sub,AL40R_1_GLbulkRNAseq_sub,AL40R_2_GLbulkRNAseq_sub,AL40R_3_GLbulkRNAseq_sub,AL40R_4_GLbulkRNAseq_sub,W0D_1_GLbulkRNAseq_sub,W0D_2_GLbulkRNAseq_sub,W0D_3_GLbulkRNAseq_sub,W0D_4_GLbulkRNAseq_sub,W0R_1_GLbulkRNAseq_sub,W0R_2_GLbulkRNAseq_sub,W0R_3_GLbulkRNAseq_sub,W0R_5_GLbulkRNAseq_sub,W40D_1_GLbulkRNAseq_sub,W40D_2_GLbulkRNAseq_sub,W40D_4_GLbulkRNAseq_sub,W40D_5_GLbulkRNAseq_sub,W40R_2_GLbulkRNAseq_sub,W40R_4_GLbulkRNAseq_sub,W40R_5_GLbulkRNAseq_sub
Bra030095,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,2
Bra030096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030098,0,1,1,3,0,1,1,3,1,5,1,1,2,1,1,1,2,2,2,2,3,0,0,3,1,4,2,2,1,0,6
Bra030099,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,3
Bra030100,1,1,0,1,0,0,0,0,6,0,2,0,2,1,2,0,1,1,0,1,0,0,0,1,2,4,7,2,3,1,3
Bra030101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
Bra030104,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bra030105,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030106,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,4,1,0,0,1,0,0,0,0,8,2,0,1,3,1
Bra030107,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,4,8,1,2,2,0
Bra030108,0,1,1,2,0,0,1,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,2,5
Bra030109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030111,1,1,3,2,0,1,3,5,4,2,8,4,5,0,0,3,5,0,1,0,2,0,0,2,4,20,13,0,4,7,1
Bra030112,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Bra030113,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bra030114,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,2,1,0,0,0,3,0,0,2,0,4,3,0,0,0,2
Bra030115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030116,0,0,0,2,1,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2,2,1,1,0,1
Bra030117,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
Bra030118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bra030121,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Bra030122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030124,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Bra030125,1,1,0,1,0,0,1,1,0,1,1,2,0,0,0,1,0,2,1,0,0,0,0,0,1,2,1,0,0,0,1
Bra030126,0,0,0,0,0,1,1,3,1,3,0,1,1,0,0,0,0,3,0,3,0,0,1,1,0,0,0,0,0,0,5
Bra030127,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0
Bra030128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bra030130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030132,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030133,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030134,0,0,2,2,0,2,0,0,1,0,5,1,0,1,0,0,3,0,0,0,0,0,1,5,2,3,5,1,1,2,5
Bra030135,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
Bra030136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030137,1,0,1,1,0,0,0,1,0,1,0,2,5,1,1,0,2,0,2,2,0,0,1,2,0,2,3,0,2,3,5
Bra030138,0,0,1,0,0,0,1,2,0,0,1,0,1,0,0,2,1,0,7,0,4,3,1,4,0,0,2,1,5,6,1
Bra030139,1,3,1,1,0,2,0,2,1,0,1,1,0,0,0,0,2,0,6,1,1,1,3,3,3,3,4,0,1,1,6
Bra030140,4,10,3,1,0,8.07,19.98,10,13,3,18,11.26,4,1,3,22,19,3,9.98,8,34,6,13,19,8,20.7,16,8,34.24,22,67.74
Bra030141,0,1,0,0,0,1,0,4,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,3,0,7
Bra030142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030143,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0
Bra030144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030147,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Bra030148,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,1
Bra030149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030153,0,0,1,0,0,1,0,1,1,0,4,1,1,0,1,0,3,1,0,2,0,0,2,0,3,9,8,2,3,0,12
Bra030154,0,0,2,0,2,0,1,0,1,0,0,0,4,0,1,0,3,0,1,0,0,0,0,2,1,0,4,0,0,0,1
Bra030155,1,1,10,0,5,6,1,2,9,2,7,0,4,5,6,4,4,4,5,3,9,8,7,0,4,4,7,1,4,6,3
Bra030156,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,0,0,0,0,1,0,0,0,0
Bra030157,2,0,1,4,0,0,2,1,1,2,1,0,2,0,1,2,2,1,0,3,1,0,1,3,3,2,0,0,2,6,15
Bra030158,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,1,0,0.22,0,0.57,0,1.58
Bra030159,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,2
Bra030160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2
Bra030162,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0
Bra030163,0,4,2,3,0,0,4,0,0,0,1,3,0,3,0,4,0,6,3,0,1,1,3,3,2,2,5,11,1,3,4
Bra030164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0
Bra030165,0,0,1,0,1,0,3,2,2,0,2,1,0,0,1,1,1,1,0,1,0,0,0,0,2,5,2,4,3,2,4
Bra030166,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0
Bra030167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030168,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,0,1,0,0,0
Bra030169,1,0,2,0,0,2,4,1,2,1,0,1,0,0,1,2,1,0,0,0,2,0,0,1,0,3,0,0,1,0,5
Bra030170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bra030171,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Bra030172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030177,0,0,0,0,0,0,2,0,2,0,1,2,0,0,1,0,1,0,0,0,0,1,1,0,1,4,3,1,0,0,1
Bra030178,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Bra030179,11,7,10,4,4,9,8,14.16,4,4,8,6,8,1,4,4,11,4,2,5,12,4,2,9,15,30,37,6,10,9,34
Bra030180,1,0,0,0,0,0.95,0,1,0,5.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030181,10.22,4.5,3.55,0,2.9,18.13,0,0,10.88,6.07,0,2.35,0,8,25.63,0,26,7.55,8.34,4.37,17.56,2.17,0,0,0,8.74,13.6,7.19,7.61,2.24,0
Bra030182,124.7,59.86,107.9,7,205.93,479.33,51.9,43,229.16,272.87,60,245.91,25,184.46,482.71,27,564.42,278.73,116.43,77.89,366.14,130.93,447.82,7,9,292.88,554.81,241.25,73.25,96.82,4
Bra030183,8,6,4,0,0,1.05,2,0,5,12.62,7,2,2,1,3,0,17,12,19,1,6,9,7,2,4,4,27,10,2,5,26
Bra030184,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,1
Bra030185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bra030186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
Bra030188,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3,1,0,0,1,2,0,0,1,0,1,0,0,2,1,5
Bra030189,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,5,0,0,0,0,0
Bra030190,0,1,4,2,1,1,1,1,3,1,1,2,2,1,0,0,3,0,2,6,0,3,2,0,2,0,5,0,0,1,12
Bra030191,0,1,8,2,0,4,0,2,4,1,5,1,1,0,1,3,6,6,3,1,0,3,0,1,7,14,22,1,3,2,10
Bra030192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030193,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bra030196,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Bra030197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030198,0,0,2,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,2
Bra030199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Bra030200,1,3,0,0,0,2,0,1,1,1,0,0,0,1,3,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0
Bra030201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030202,0,0,8,1,0,0,1,1,0,0,4,3,0,0,0,0,5,2,2,2,1,2,4,0,7,19,22,5,4,3,39
Bra030203,0,0,2,2,0,3,1,2,1,0,1,4,0,2,1,1,0,2,5,0,0,4,0,0,1,1,0,0,0,0,0
Bra030204,1,2,3,12,1,2,7,15,1,1,3,3,6,0,0,4,10,0,3,6,4,0,3,11,18,32,14,1,6,8,45
Bra030205,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Bra030206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030207,1,1,0,0,0,1,0,4,1,0,2,0,2,1,1,0,0,0,0,0,0,1,1,0,0,2,2,1,1,0,7
Bra030208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030212,0,1,2,1,0,0,0,3,0,1,0,0,0,1,2,0,1,0,2,2,0,1,2,0,0,2,1,1,2,0,3
Bra030213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,3
Bra030215,5,5,5,2,4,1,3,9,3,1,5,4,2,3,6,5,9,2,3,2,8,5,8,4,9,11,8,4,7,4,18
Bra030216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030218,2,1,2,1,0,0,0,4,1,5,2,2,0,3,0,1,2,1,0,0,0,5,1,2,2,10,4,1,1,6,6
Bra030219,1,0,4,0,0,0,1,1,0,1,1,0,1,0,1,0,2,0,1,0,1,0,0,0,1,2,2,1,3,3,0
Bra030220,5,0,0,0,0,3,2,5,2,2,3,0,3,1,0,3,8,2,3,1,1,3,1,2,3,8,6,1,2,1,12
Bra030221,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Bra030222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Bra030227,1,0,3,0,0,2,0,0,0,4,1,2,0,0,0,2,2,0,1,0,0,0,0,0,0,2,0,1,0,1,1
Bra030228,1,0,3,0,0,0,2,4,4,1,2,0,1,0,1,0,6,0,3,1,1,0,2,0,0,4,2,1,0,5,4
Bra030229,0,1,2,0,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,0,3,1,0,2,0,20
Bra030230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030231,0,0,1,0,0,2,0,0,0,0,1,2,0,1,0,1,0,0,0,0,1,0,2,0,1,1,1,1,0,0,1
Bra030232,2,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,2,0,4
Bra030233,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030234,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,2,1,1,0,0,2
Bra030235,0,0,0.56,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bra030237,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bra030238,1,0,1,0,2,1,2,5,2,3,2,3,1,1,1,1,7,2,2,1,0,1,0,3,2,2,14,0,1,5,6
Bra030239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030240,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0
Bra030241,0,0,0,3,0,1,2,0,1,0,0,1,0,3,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,2
Bra030242,1,2,6,5,3,0,3,4,7,5,7,1,0,1,5,4,8,1,5,2,6,2,7,4,8,20,30,5,5,5,33
Bra030243,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Bra030244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Bra030245,0,3,2,3,2,1,1,0,5,3,2,3,2,1,2,2,7,3,3,2,1,4,2,1,5,11,6,2,4,3,3
Bra030246,1,0,0,0.03,0,3,1,7,1,0,2,0,3,0,8,2,4,1,2,2,0,0,0,2,1,4,0,1,1,3,24
Bra030247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030248,4,3,3,0,2,2,1,6,2,2,2,4,2,2,5,2,6,3,2,1,4,2,6,0,6,10,15,6,4,4,15
Bra030249,0,0,0,0,0,1,2,0,2,2,1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,2,1,0,5,0,4
Bra030250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030251,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,1,2,1,0,1,0,3,1,1,0,1,2
Bra030252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08
Bra030253,0,0,4,0,0,1,0,2,3,3,3,2,0,0,3,0,6,0,0,1,2,0,4,0,0,7,4,1,0,2,4
Bra030254,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0
Bra030255,0,2,2,1,1,1,1,2,0,0,1,3,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,2,1,1
Bra030256,0,0,1,1,1,0,1,0,0,0,0,1,0,1,2,0,0,2,1,1,0,0,1,0,0,1,6,1,0,0,7
Bra030257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0
Bra030258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030259,5,0,0,1,2,0,1,2,4,0,0,0,3,0,0,2,6,4,4,2.41,3,2,0,1,2,6,9.67,0,2,1,11
Bra030260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.17,0,1,4,5,2,0,0,0
Bra030261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030262,3,5,17,4.4,5,9,6,16,14,5,11,11.55,4,2,11,10,19,10.48,5,12,5,5,7,3,9,20,23,15,8,7,48
Bra030263,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Bra030264,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Bra030265,1,5,4,6,1,2,3,5,5,11,3,2,0,0,2,5,2,0,5,2,4,1,1,6,8,3,5,0,2,1,6
Bra030266,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bra030267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030268,2,1,2,1,1,1,1,1,2,0,2,0,1,0,1,0,3,0,1,0,1,0,1,0,0,2,3,0,0,0,0
Bra030269,0,0,1,0,3,0,0,1,0,1,2,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0
Bra030270,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,2,0
Bra030271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030274,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2
Bra030275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030276,4,3,1,3,8,2,6,15,3,3,1,4,2,4,1,2,7,4,7,3,10,12,1,12,23,9,19,3,10,12,22
Bra030277,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0
Bra030278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030279,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
Bra030280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Bra030281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,1,1
Bra030282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bra030284,0,0,1,1,0,0,3,1,0,0,2,0,0,1,1,0,4,0,4,0,1,3,1,0,3,3,0,0,1,0,0
Bra030285,2,0,0,10.81,0,0,2,0,4,2,0,6,0,1,0,2,2,0,5,0,2,3,3,0,0,1,0,1,4,3,0
Bra030286,5,2,16,6,1,6,7,14,5,5,6,11,8,2,8,4,35,7,3,11,13,1,8,7,9,48,59,6,4,9,34
Bra030287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra030288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
