"","SRR4417242","SRR4417238","SRR4417240","SRR4417241","SRR4417237","SRR4417239","SRR4417243","SRR4417244"
"Bra032603",144.58,112.92,157.31,90.87,145.4,134.27,328.85,217.12
"Bra032604",0,0,0,0,2,0,0,0
"Bra032605",480,474,689,451,679,542,1148,800
"Bra032606",331,365,516,311,429,379,701,521
"Bra032607",7,3,3,6,1,1,16,5
"Bra032608",3,0,4,5,6,4,6,4
"Bra032609",0,1,1,0,0,0,0,0
"Bra032610",79,37,17,38,42,35,123,57
"Bra032611",1,0,0,0,1,0,1,0
"Bra032612",678.72,706.18,1030.87,486,1051.4,768.78,1662.6,1131
"Bra032613",24.4,28.27,40.75,20.95,46.83,50.75,45.45,23.02
"Bra032614",88,82,77,22,103,118,250,108
"Bra032615",2,0,1,3,3,1,2,0
"Bra032616",412.31,451.41,575.61,274,735.73,567.6,952.5,592.3
"Bra032617",15,45,49,7,25,26,25,50
"Bra032618",303,376,498,313,508,412,954,395
"Bra032619",379.88,528.16,613,452.89,644.45,559.8,966.49,643.74
"Bra032620",525,623,791,493,821,683,1198,770
"Bra032621",115.51,102,204,107.95,178,144,261,194
"Bra032622",752.56,668.1,856.11,438.28,687.85,640.14,1250.99,1158.51
"Bra032623",416,457,486,305,557,466,954,589
"Bra032624",15,3,7,1,7,19,43,25
"Bra032625",3,8,14,2.08,8,4,9,7
"Bra032626",162,136,156,191,241,172,399,227
"Bra032627",82,70,60,46,91,67,168,88
"Bra032628",202,197,239,201,248,252,552,288
"Bra032629",181,286,409,180,201,247,602,337
"Bra032630",11,21,27,15,39,26,33,25
"Bra032631",2,2,4,2,5,4,12,3
"Bra032632",53,67,92,39,92,79,140,81
"Bra032633",7578,2426,2234,2217,3420,5554,5720,4121
"Bra032634",15,19,26,18,53,16,54,33
"Bra032635",3,6,5,0,7,6,12,5
"Bra032636",19,21,47,11,5,30,13,19
"Bra032637",347,231,491,156,351,362,522,328
"Bra032638",144,136,125,65,150,182,239,138
"Bra032639",248.51,266.26,265.52,232.5,431.94,339.07,759.38,401.74
"Bra032640",146,143,268,175,191,92,386,342
"Bra032641",402,621,797,464,764,682,1012,1013
"Bra032642",12,12,39.56,30,50,36,47,34
"Bra032643",421.26,404.77,503.1,432.27,683.44,568.74,942.95,552.58
"Bra032644",404,254.03,128.31,416.5,469.64,346.94,1025.62,606.65
"Bra032645",1487,1289,2028,1464,1850.74,1777,5219.78,3274.87
"Bra032646",286,305.98,326.15,246.07,382,323,759,427.2
"Bra032647",0,0,0,0,0,0,1,0
"Bra032648",218,272,417,253,429,320,572,382
"Bra032649",493,358,459,206,506,487,1233.38,830
"Bra032650",6210.47,2115.23,2280,1641.45,2765.71,4283.15,4955.87,3546.97
"Bra032651",896.82,896.74,1054.82,1206.98,954.82,882.78,2832.33,1210.85
"Bra032652",382,468,617,476,606,539,996,574
"Bra032653",161,107,170,123,169,127,271,166
"Bra032654",275,325,351,224,370,344,647,408
"Bra032655",316,251,284,176,376,269,773,363
"Bra032656",163,143,188,107,229,161,381,191
"Bra032657",217,258,338,236,360,252,593,408
"Bra032658",348,336,410,359,575,419,740,536
"Bra032659",1459,1397,1600,1331,1996,1909,4194,2139
"Bra032660",63,35,37,43,67,41,93,63
"Bra032661",1,1,1,1,1,0,2,0
"Bra032662",97,176,199,111,227,169,266,179
"Bra032663",386,286,296,77,575,624,855,427
"Bra032664",2216.82,2234,2495.85,1756,3174.94,2733.82,5116.17,3213.85
"Bra032665",5,4,4,4,10,9,22,13
"Bra032666",391,414,502,363,597,495,916,562
"Bra032667",174,162,219,134,272,207,390,276
"Bra032668",199.45,269.68,361.44,217.83,516.77,325.31,688.79,421.52
"Bra032669",113,115,156,119,149,103,207,171
"Bra032670",8483,12559,15193,9019,17699,15171,29092,9929
"Bra032671",1787,1638,2427,1518,2081,1831,4038,2641
"Bra032672",3705,3244,4458,2548,3694,3578,8187.47,4547
"Bra032673",0,0,0,0,0,0,0,0
"Bra032674",306,359,499,452,623,479,868,534
"Bra032675",84,75,115,61,132,107,232,91
"Bra032676",3,3,4,1,11,6,1,2
"Bra032677",151,46,38,47,42,113,108,43
"Bra032678",0,0,0,0,0,1,0,0
"Bra032679",3,1,3,0,3,0,3,3
"Bra032680",0,0,0,0,0,0,0,0
"Bra032681",898,766,1589,713,1302,803,1760,1670
"Bra032682",0,0,0,0,0,0,0,0
"Bra032683",0,0,0,0,0,0,0,0
"Bra032684",204,142,259,134,243,229,402,223
"Bra032685",0,0,0,0,0,0,0,0
"Bra032686",47,74,82,43,83,75,131,58
"Bra032687",142,194,214,148,286,222,390,245
"Bra032688",1,0,0,0,0,0,0,1
"Bra032689",568,481,532,429,729,641,1299,807
"Bra032690",332,432,622,319,443,425,840,703
"Bra032691",66,60,135,42,115,67,138,68
"Bra032692",99,80,160,126,173,107,293,157
"Bra032693",20,6,8,10,14,5,18,15
"Bra032694",51,0,3,4,2,1,21,1
"Bra032695",360,563,674,280,783,590,920,716
"Bra032696",11,12,21,9,30,21,14,11
"Bra032697",4536.62,2847,5195.67,3764,3146.07,2402.37,13853.64,8523.82
"Bra032698",340.1,469.96,524.89,306,466.13,540,891.88,524
"Bra032699",1,0,0,1,0,0,0,1
"Bra032700",456,79.46,166,9,302.79,40.59,1039.58,646
"Bra032701",81,89,92,55,213,72,193,157
"Bra032702",0,0,0,0,0,0,0,0
"Bra032703",297,400,439,197,291,372,682,506
"Bra032704",0,0,0,0,0,0,0,0
"Bra032705",146,208,162,125,189,250,455,223
"Bra032706",157,0,558,85,0,0,403,68
"Bra032707",0,0,0,0,0,0,0,0
"Bra032708",1619.72,2408,2482,1737,2717.49,2361.01,4357,2994.49
"Bra032709",0,0,0,0,0,0,0,0
"Bra032710",76,26,18,30,35,60,59,76
"Bra032711",212,99,118,155,69,97,437,241
"Bra032712",22,24,34,16,22,15,33,53
"Bra032713",432,600,646,570,830,692,1159,714
"Bra032714",0,0,1,0,1,0,0,1
"Bra032715",0,0,0,0,0,0,0,0
"Bra032716",45,18,7,29,40,50,23,32
"Bra032717",137.66,126.02,220.47,77.11,271.47,149.03,294.2,102.85
"Bra032718",0,0,0,0,0,0,0,0
"Bra032719",6,5,9,3,8,4,22,12
"Bra032720",0,0,0,0,0,0,0,0
"Bra032721",199,119,206,130,171,184,413,268
"Bra032722",104,84,50,65,39,79,121,95
"Bra032723",0,0,0,0,0,0,0,0
"Bra032724",50,36,22,25,35,24,58,15
"Bra032725",52,66,75,61,87,66,145,85
"Bra032726",44,64,81,36,71,78,143,59
"Bra032727",469,404,674,515,682,521,1044,645
"Bra032728",46,43,56,33,48,32,123,66
"Bra032729",0,0,0,0,0,0,0,0
"Bra032730",185,153,181,105,252,207,385,269
"Bra032731",129,130,153,118,209,136,322,184
"Bra032732",0,0,0,0,0,0,0,0
"Bra032733",519,389,480,308,660,483,1123,708
"Bra032734",1708,2852,3739,2954,1617,2161,5285,3003
"Bra032735",1329,1660.99,1940,1252,2238,1815,4372.98,2271
"Bra032736",60,73,65,104,88,106,246,91
"Bra032737",19,30,30,56,43,53,123,79
"Bra032738",8,3,18,12,5,18,34,10
"Bra032739",0,0,0,0,0,0,0,0
"Bra032740",184,173,54,200,250,58,566,394
"Bra032741",6,8,11,9,4,9,8,11
"Bra032742",100,48,114,173,87,115,298,190
"Bra032743",19,46,25,14,66,40.81,62,33
"Bra032744",0,0,0,0,0,18.93,0.03,0
"Bra032745",20.5,35.5,0,19.5,41.5,25.5,57.5,0
"Bra032746",10,6,2,15,17,0,27,5
"Bra032747",8,11,15,15,14,6,1,10
"Bra032748",17,22,35,10,29,27,43,21
"Bra032749",1631.74,1937.17,2647.22,1876.26,3155.4,2874.3,4538.98,3013.45
"Bra032750",3972.68,5112.18,5228.34,3540.28,10488.96,6184.38,12587.17,5944.79
"Bra032751",204,192,228,102,245,157,412,253
"Bra032752",637,415,480,307,508,406,991,567
"Bra032753",156,163,233,123,280,195,395,213
"Bra032754",18,13,13,14,7,13,40,28
"Bra032755",251.82,374.68,310.99,295.49,427.83,626.31,980.77,521.36
"Bra032756",1068.18,882.32,1419.01,1058.13,864.17,927.69,2485.23,1269.5
"Bra032757",1435,1477,1773,1016,1957,1405,3098,1532
"Bra032758",0,0,0,0,0,0,0,2
"Bra032759",0,0,0,0,0,0,0,0
"Bra032760",216.64,258,282.37,229.69,336,354.79,505.67,421
"Bra032761",6,10,6,2,1,5,2,8
"Bra032762",57,59,92,57,71,53,174,67
"Bra032763",56,71,90,42,75,72,122,75
"Bra032764",0,0,0,0,0,0,0,0
"Bra032765",1,1,0,0,0,1,0,1
"Bra032766",641.69,777.82,805.13,543.39,995.38,1090.71,1883.69,962.06
"Bra032767",1.61,0,0,0,0,0,5.66,1
"Bra032768",123,140,122,97,198,126,261,254
"Bra032769",0,0,0,0,0,0,0,0
"Bra032770",173.41,186.1,608.72,113.01,1012.87,623.05,457.68,318.78
"Bra032771",280,295,534,280,347,450,792,455
"Bra032772",0,0,0,0,0,0,0,1
"Bra032773",0,1,1,0,1,0,0,0
"Bra032774",0,0,0,0,3,0,0,0
"Bra032775",3211,1384,1468,1897,1206,1588,6432,5426
"Bra032776",0,0,0,0,0,0,0,0
"Bra032777",0,0,0,0,0,0,0,0
"Bra032778",0,0,2,1,0,0,0,0
"Bra032779",11,0,34,13,2,0,4,3
"Bra032780",0,0,0,1,0,0,0,0
"Bra032781",140,162.66,273,137,292,222,274.55,281
"Bra032782",117,171,170,111,264,301,284,171
"Bra032783",79,101,107,87,139.09,125,251,126.05
"Bra032784",439,407,525,372,661,470,1111,708
"Bra032785",270,116,108,119,196,272,289,147
"Bra032786",128.6,117.71,204.16,134.38,169.62,130.39,319.88,220.55
"Bra032787",33.4,30.29,84.84,42.62,32.38,56.61,101.12,67.45
"Bra032788",29,5,66,33,10,26,61,73
"Bra032789",0,0,0,0,0,0,0,0
"Bra032790",171,126,114,57,148,129,452,351
"Bra032791",2,7,2,1,5,28,5,4
"Bra032792",6,17,4,7,12,4,4,6
"Bra032793",48,83,59,50,123.23,86,175,116
"Bra032794",3,1,3,1,12,3,1,5
"Bra032795",68,41,80,87,53,31,129,94
"Bra032796",11275.79,3690.09,2973.03,2965.68,4566.19,9277.5,10015.21,6090.41
"Bra032797",577.45,571.02,759.27,440.66,1044.17,768.88,1777.41,884.49
"Bra032798",10.27,23.81,46.93,31.48,12.36,3.47,0,75.03
"Bra032799",404.85,906.97,703.04,455.96,771.38,447.53,1330.16,973.79
"Bra032800",2,102,1,45,156,1,2,61
"Bra032801",78,11,54,32,25,84,137,55
"Bra032802",663.85,841,866,623,1085,846,1777.86,1034
"Bra032803",190,171,237,68,204,192,384,177
"Bra032804",256,220,265,136,202,185,474,275
"Bra032805",0,10,0,6,16,0,0,27
"Bra032806",65,19,18,18,34,35,41,26
"Bra032807",0,1,0,1,4,0,1,4
"Bra032808",481.02,532.6,658.97,405.55,660.53,647.33,1190.96,682.57
"Bra032809",0,0,0,0,0,0,0,0
"Bra032810",36,53,86,36,92,79,89,63
"Bra032811",0,0,0,0,0,1,0,1
"Bra032812",188,111,282,132,151,275,540,227
"Bra032813",2,1,2,3,2,0,1,0
"Bra032814",943.98,794.61,1254.83,863.65,1817.41,1106.21,1965.47,1566.68
"Bra032815",0,0,0,0,0,0,0,0
"Bra032816",0,0,0,0,0,0,0,0
"Bra032817",129,166,179,65,114,95,240,89
"Bra032818",254.93,245.75,333.87,228.57,363.66,291.87,575.36,373.96
"Bra032819",246,169,265,150,193,256,419,257
"Bra032820",213,247.76,239,192,370,220,598.82,484
"Bra032821",74,64,17,34,64,7,120,68
"Bra032822",292,321,315,251.5,348.47,283,804,441
"Bra032823",566,860,998,747.5,1153.53,1279,1547,1008
"Bra032824",2,5,6,2,12,9,12,7
"Bra032825",131,149,218,141,177,241,370,220
"Bra032826",241,249,415,224,368,355,802,492
"Bra032827",0,0,0,0,0,0,0,0
"Bra032828",231.12,303,192,127,480,173,415,243
"Bra032829",475,633,836,408,701,742,1302,736
"Bra032830",0,1,6,0,0,0,1,0
"Bra032831",111,131,197,93,228,174,282,162
"Bra032832",5103,943,1409,584,1499,3124,3901,1273
"Bra032833",236,191,287,169,262,293,556,315
"Bra032834",453,428,504,289,639.24,545.41,1075,628
"Bra032835",8,10,0,2,6,0,12,2
"Bra032836",6.01,11.17,13.78,8.59,0,2.75,18.49,5.89
"Bra032837",36,5,59,10,8,34,105,16
"Bra032838",0,0,0,0,0,0,0,0
"Bra032839",13.39,4,16,2,6.62,6,27,16
"Bra032840",0.61,0,0,0,1.38,0,0,0
"Bra032841",0,0,0,0,0,0,0,0
"Bra032842",371,450,512,219,599,428,950,489
"Bra032843",1,1,2,0,0,0,3,1
"Bra032844",0,0,0,0,0,0,3,0
"Bra032845",95,102,190,67,104,97.56,239,170
"Bra032846",1,0,0,4,1,0,2,4
"Bra032847",528,488,464,411,643,427,1269,785
"Bra032848",0,1,0,0,0,0,2,0
"Bra032849",724,917,1109,664,1105,801,1608,1562
"Bra032850",211,160,324,145,187,272,535,413
"Bra032851",439.55,399,421,361,582,360,1085,719
"Bra032852",59,107,97,55,134,90,151,92.13
"Bra032853",21,23,14,19,24,26,53,35
"Bra032854",79,173,132,130,141,66,382,159
"Bra032855",7.44,2,0,11.8,3.77,0,6.95,18.87
"Bra032856",128.35,67,139.62,197.14,151.05,132.42,314.76,218.09
"Bra032857",272,391,643,293,537,777,739,385
"Bra032858",0,0,0,1,0,0,0,0
"Bra032859",172,361,333,207,487,356,547,336
"Bra032860",0,0,0,0,0,0,0,0
"Bra032861",3,1,7,5,4,5,8,12
"Bra032862",0,1,1,0,0,0,0,0
"Bra032863",16,23,19,4,33,10,27,35
"Bra032864",6.21,0,12.38,7.05,7.18,23.58,22.3,5.05
"Bra032865",0,0,0,0,0,0,0,0
"Bra032866",0,0,0,0,0,0,0,0
"Bra032867",18,9,40,0,15,34,37,0
"Bra032868",544,658,695,495,958,628,1441.71,1063
"Bra032869",105,58,31,35,65,49,85,77
"Bra032870",7,5,7,9,8,12,18,14
"Bra032871",1303,611,0,333,651,612,879,978
"Bra032872",1,9,6,6,4,4,10,11
"Bra032873",205,220,232,184,310,241,468,266
"Bra032874",224,189,357,171,461,589,497,75
"Bra032875",19,27,24,12,40,9,44,82
"Bra032876",153.95,195.11,158.83,127.37,406.73,364.37,493.47,172.47
"Bra032877",0,0,0,0,0,1,0,0
"Bra032878",435,441,585,358,548,627,1068,640
"Bra032879",0,0,0,0,0,0,0,0
"Bra032880",0,0,0,0,0,0,0,0
"Bra032881",0,0,0,0,1,0,0,0
"Bra032882",102,69,138,37,25,64,274,156
"Bra032883",53,24,81,20,56,66,120,0
"Bra032884",1,0,0,0,0,1,0,0
"Bra032885",141.09,133.5,171.5,78.76,203.47,213,284.54,104.07
"Bra032886",50,41,79,22,56,65,95,27
"Bra032887",713,411,535,519,570,500,1831,1269
"Bra032888",2979.97,1081.62,956.03,779.75,1380.17,2153.68,2397.82,1998.66
"Bra032889",289,630,753,510,1342,1050,1106,1209
"Bra032890",0,0,0,0,0,0,0,0
"Bra032891",42,79,49,52,66,40,138,61
"Bra032892",0,0,0,0,0,0,0,0
"Bra032893",700,723,978,802,924,1004,2103,1293
"Bra032894",456,610,807,536,431,565,1909,1221
"Bra032895",0,0,0,1,0,0,0,0
"Bra032896",11,4,4,7,3,0,2,14
"Bra032897",387,399,611,323,574,517,956,525
"Bra032898",9,3,1.03,0,3.09,4,21.98,3
"Bra032899",0,0,0,10,0,0,0,0
"Bra032900",3,3,3,1,5,2,1,5
"Bra032901",4,3,3,2,3,3,5,9
"Bra032902",194,217,274,198,297,211,559,444
"Bra032903",0,0,0,0,0,0,0,0
"Bra032904",2,0,2,0,1,2,9,3
"Bra032905",0,0,0,0,0,0,0,0
"Bra032906",573,674,1162,646,1075,981,1489,1825
"Bra032907",82,107,120,82,141,106,228,167
"Bra032908",1108.02,957.68,1409.94,961.39,1369.32,1242.53,2757.04,1745.84
"Bra032909",304,427,314,306.92,595,467,869,544
"Bra032910",15,20,18,8,20,23,37,27
"Bra032911",0,3,1,0,3,4,4,8
"Bra032912",84.38,74,84,44,112,88,167,96
"Bra032913",1123,1072,1537,874,1632,1170,3020,1974
"Bra032914",90,27,25,37,40,50,43,67
"Bra032915",64,112,148,63,190,120,152,117
"Bra032916",0,0,0,0,0,0,0,0
"Bra032917",173,36,240,159,49,233,523,275
"Bra032918",52,23,65,48,52,61,144,103
"Bra032919",3,0,0,0,0,5,4,9
"Bra032920",0,0,2,0,0,2,0,0
"Bra032921",2,0,0,1,0,0,0,0
"Bra032922",0,0,0,0,0,0,0,0
"Bra032923",8,2.26,9,4,6,4,11,5
"Bra032924",1,2,4,0,0,1,1,1
"Bra032925",13,36,49,32,58,45,45,31
"Bra032926",0,0,0,0,0,0,0,0
"Bra032927",0,0,0,0,0,0,0,0
"Bra032928",0,0,0,0,0,0,0,0
"Bra032929",3,6,3,5,6,6,7,3
"Bra032930",18.92,70.9,42.45,25.99,60.27,77.47,66.31,43.85
"Bra032931",912,1721,1591,1213,1013,1697,2501,1834
"Bra032932",47,90,88,41,125.48,76.3,158.41,74
"Bra032933",177,251,273,183,316,269,432,276
"Bra032934",0,0,1,0,0,0,0,0
"Bra032935",2,5,6,11,3,16,14,11
"Bra032936",52,32,57,45,59,64,109,69
"Bra032937",10465.9,11666,10440,12157.61,13922.84,15508,32536.86,15850.71
"Bra032938",1,5,1,0,3,1,3,1
"Bra032939",101.9,140.57,271.38,138.5,171.75,149.43,179.4,121
"Bra032940",18.16,138.88,8.36,110.34,250.53,230.37,31.33,0
"Bra032941",70.21,56,66,55,58,70,124,82
"Bra032942",33,16,17,14,54,27,35,50
"Bra032943",228.58,162.19,268.03,189.74,285.91,260.93,590.7,390.6
"Bra032944",1059,1084,1222,1077,1331,1396,2965,1856
"Bra032945",2790,4857,4868,4861,2420,4081,20515,6644
"Bra032946",2,0,0,0,3,0,4,0
"Bra032947",169.4,116.85,96,124.27,110.04,103.77,314.01,185.41
"Bra032948",0,0,0,0,0,0,0,0
"Bra032949",3,4,0,1,0,1,1,1
"Bra032950",0,7,0,0,0,0,0,0
"Bra032951",364,177,135,124,189,212,627,408
"Bra032952",328,434,556,359,485,502,988,582
"Bra032953",0,0,0,0,0,0,0,0
"Bra032954",379,317,421,294,460,411,919,536
"Bra032955",1,0,3,0,2,3,1,2
"Bra032956",100,90.27,89.95,109,127.28,113.46,294,184
"Bra032957",917,1724.73,1466.05,1267,1719.72,2113.54,2437,1830
"Bra032958",1,5,1,2,1,2,2,2
"Bra032959",7,130,7,8,4,151,6,5
"Bra032960",311.26,250.51,366.98,212,319.22,330.58,619,378
"Bra032961",263,224,346,170,252,226,593,387
"Bra032962",86.6,59,87,80,92.36,61,159.82,88.63
"Bra032963",261,211.65,249.27,255,375.82,282.32,671,439
"Bra032964",0,0,0,0,0,0,0,0
"Bra032965",0,0,0,0,0,0,0,0
"Bra032966",0,0,0,0,0,0,0,0
"Bra032967",0,0,0,0,0,1,0,0
"Bra032968",0,0,0,0,0,0,0,0
"Bra032969",0,0,0,0,0,0,0,0
"Bra032970",0,0,0,0,0,0,0,0
"Bra032971",0,0,0,0,0,0,0,0
"Bra032972",0,0,0,0,0,0,0,0
"Bra032973",0,0,1,0,0,0,0,0
"Bra032974",38,0,11,2,41,10,18,34
"Bra032975",0,0,0,0,0,0,0,0
"Bra032976",1,2,4,2,2,3,13,0
"Bra032977",6,2,5,2,7,0,22,13
"Bra032978",4,5,9,2,3,7,17,8
"Bra032979",594,913,626,580,1081,1218,1047,913
"Bra032980",69,61,77,41,94,67,147,76
"Bra032981",429,418,574,395,623,437,1339,738
"Bra032982",72,55,64,30,111,63,158,123
"Bra032983",0,0,0,0,0,0,0,0
"Bra032984",309,204,292,279,580,1002.3,778.13,399
"Bra032985",0,0,1,2,1,0,1,1
"Bra032986",377.24,360.27,493.64,277.75,500.72,409.89,856.92,472.54
"Bra032987",2,8,6,1,2,2,3,4
"Bra032988",87,32,77,83,156,111,364,170
"Bra032989",8.5,0,0,14,38.4,0,24.27,0
"Bra032990",0,0,0,0,0,0,0,0
"Bra032991",580.36,644.32,722.49,510.97,964.75,888.92,1588.92,798.56
"Bra032992",3,10,10,1,1,5,1,2
"Bra032993",115.85,84.05,152.63,99.55,149.07,91.12,281.9,225.03
"Bra032994",0,0,0,0,0,0,0,0
"Bra032995",40,38,83,31,29,47,113,37
"Bra032996",1,4,7,1,3,2,4,4
"Bra032997",91,81,112,60,147,110,204,151
"Bra032998",405,424,405,368,612,367,912,611
"Bra032999",100,142,178,62,178.63,126,291.45,128
"Bra033000",4,13,12,0,3,2,11,0
"Bra033001",0,0,1,1,0,1,0,0
"Bra033002",17,15,12,10,39,13,48,27
"Bra033003",51,41,53,13,59,20,96,31
"Bra033004",125,170,231.94,47,144,90,210.85,123
"Bra033005",113,81,80,32,101,95,188,98
"Bra033006",1675.36,699,866.36,495,700,769,2740,786
"Bra033007",117,91,149,160,141,50,408,299
"Bra033008",115,3,0,34,116,20,102,259
"Bra033009",49,11,14,7,28,29,32,29
"Bra033010",55,83,106,89,95,88,139,124
"Bra033011",714.24,764,907.36,681,1298.26,863.44,1806.86,1279.01
"Bra033012",413,726,870,327,896,705,1228,746
"Bra033013",0,0,0,0,0,0,0,0
"Bra033014",0,0,0,0,1,0,0,0
"Bra033015",0,0,0,0,0,0,2,0
"Bra033016",737.43,411.04,446.86,848.98,1198.22,767.14,1825.88,1730.2
"Bra033017",25.18,29,64.35,16,50.14,30.98,71.16,31.97
"Bra033018",185,427.97,570.35,198,254,271,524,343
"Bra033019",81,95,186,83,166,109,221,157
"Bra033020",0,0,0,0,0,0,0,0
"Bra033021",13,7,26,6,9,0,41,14
"Bra033022",3128.38,1657.98,1544.68,530.07,1258.07,1352.83,3055.68,1305.19
"Bra033023",194.74,170.35,206.73,114,259.42,186.97,436.47,258.36
"Bra033024",12,0,2,4,15,7,3,11
"Bra033025",19,15,6,10,26,16,43,48
"Bra033026",190,279,306,175,381,298,490,379
"Bra033027",0,0,0,0,1,0,1,1
"Bra033028",3,1,1,2,6.01,0,4,6.01
"Bra033029",1531,1967,2578,1555,1960,2467,4223,2272
"Bra033030",7,4,0,3,5,5,11,25
"Bra033031",553,404,465,778,568,200,1508,1186
"Bra033032",0,0,0,0,0,0,0,0
"Bra033033",9,0,8,5,3,5,2,0
"Bra033034",392,1118,908,562,1303,990,1522,975
"Bra033035",807.34,909.9,1009.3,682.21,1274.42,1070.73,1873.9,1022.18
"Bra033036",6,0,0,0,12,6,20,0
"Bra033037",102,171,210,122,95,95,201,258
"Bra033038",5,0,0,0,3,0,5,0
"Bra033039",6,7,15,8,8,6.03,16.05,14
"Bra033040",32,58,44,57,72,40,110,66
"Bra033042",1,0,0,0,0,0,0,0
"Bra033043",2,2,0,3,4,2,6,11
"Bra033044",0,0,0,0,0,0,0,0
"Bra033045",0,6,2,1,2,0,1,2
"Bra033046",315,345,702,334,454,432,1054,569
"Bra033047",1,4,0,0,5,5,6,5
"Bra033048",0,0,0,0,0,0,0,0
"Bra033049",371,516,676,241,790,581,750,617
"Bra033050",0,0,0,0,0,0,0,0
"Bra033051",0,0,0,0,0,0,0,0
"Bra033052",0,0,0,0,0,0,0,0
"Bra033053",303.71,261.41,316.77,209.36,400.45,300,780.69,534.43
"Bra033054",1590.37,1344.39,1497.91,1102,1833.96,1690.28,3475.78,1868.55
"Bra033055",755,753,975,545,1148,912,1869,1122
"Bra033056",507,478,547,734,687,652,883,821
"Bra033057",1050,1216.81,1588.4,1324.86,1369.64,1643,3117.93,2145.72
"Bra033058",3,3,7,3,25,1,2,5
"Bra033059",1,1,0,1,6,1,4,2
"Bra033060",47,20,31,129,90,37,30,38
"Bra033061",0,0,0,7,5,2,0,1
"Bra033062",26,7,6,9,15,12,11,14
"Bra033063",3,2,2,3,4,3,3,3
"Bra033064",0,0,0,0,0,0,0,0
"Bra033065",214,195,216,131,310,216,495,346
"Bra033066",0,0,0,0,0,0,0,0
"Bra033067",43,24,133.78,36.62,15.13,31.87,117.32,103.56
"Bra033068",0,0,0,0,0,0,0,1
"Bra033069",0,0,0,0,0,0,0,0
"Bra033070",60,55,68,32,27,30,121,108
"Bra033071",0,1,22,5,5,1,3,1
"Bra033072",0,0,0,0,0,0,0,0
"Bra033073",2,0,3,0,0,0,1,0
"Bra033074",0,0,0,0,0,0,0,0
"Bra033075",58,100,146,36,171,120,158,99
"Bra033076",12,38,6,31,127,98,12,10
"Bra033077",6,9,15,4,4,3,53,17
"Bra033078",12,5,10,3,7,5,11,9
"Bra033079",1,0,9,2,2,1,2,5
"Bra033080",10362,3506,3096,2792,4683,7770,7131,5178
"Bra033081",1,0,0,0,0,1,2,1
"Bra033082",63,52,107,59,116,75,157,124
"Bra033083",21.03,21,26,18,38,27,68.08,60.05
"Bra033084",0,0,0,0,0,0,0,0
"Bra033085",0,0,0,0,0,1,0,0
"Bra033086",7,2.65,3,1,4.54,6,0,0
"Bra033087",0,0,0,0,0,0,0,0
"Bra033088",46.85,106.38,64.73,76.4,177.47,107.43,131.35,78.47
"Bra033089",70,100,93,83,147,100,118,109
"Bra033090",0,0,0,0,0,0,0,0
"Bra033091",0,0,1,0,0,0,0,0
"Bra033092",77,89,298,103,100,104,232,110
"Bra033093",255,232,321,201,318,319,596,341
"Bra033094",0,0,1,0,2,0,1,1
"Bra033095",32,27.32,49,18,53.72,42,100.45,63.39
"Bra033096",2,0,3,0,0,1,0,1
"Bra033097",274,327,361,243,459,321,768,486
"Bra033098",659.14,642.37,708.84,387.18,512,642.15,1891.01,946.27
"Bra033099",1,0,2,3,0,2,5,4
"Bra033100",0,0,0,0,0,0,0,0
"Bra033101",0,0,0,0,0,0,0,0
"Bra033102",0,0,0,0,0,0,0,0
"Bra033103",622,484,808,495,807,765,1358,907
"Bra033104",243,298,403,219,342,324,670,363
"Bra033105",48,45,91,32,46,15,79,99
"Bra033106",0,0,0,0,0,0,0,0
"Bra033107",142,192,169,135,138,116,351,163
"Bra033108",0,0,2,0,1,0,0,1
"Bra033109",0,0,1,0,0,0,0,1
"Bra033110",17,19,32,8,20,19,28,13
"Bra033111",11,14,33,15,0,37,21,0
"Bra033112",0,0,0,0,0,0,1,0
"Bra033113",131,136,11,190,478,241,364,327
"Bra033114",107,88,139,63,108,150,322,165
"Bra033115",0,13,13,8,20,18,7,19
"Bra033116",41,70,72,44,71,62,158,65
"Bra033117",26,28,37,25,35,44,80,34
"Bra033118",0,0,0,0,0,0,0,0
"Bra033119",0,0,0,0,0,0,1,0
"Bra033120",1,3,9,5,16,6,11,8
"Bra033121",0,2,0,1,0,1,2,3
"Bra033122",180.74,202,325,187.94,142,247,557.88,352.73
"Bra033123",0,0,0,0,0,0,0,0
"Bra033124",812,505,666.82,394.03,617,760.71,1234,825.84
"Bra033125",129,89,170,79,128,120,256,140
"Bra033126",288,304,373,246,489.57,343.64,667.22,539
"Bra033127",857.83,493.59,1005.28,355.26,769.54,544.67,1720.64,1076.14
"Bra033128",6.06,47.01,10,39,123,60,10,173.02
"Bra033129",0,0,0,0,1,0,2,1
"Bra033130",1,1,10,4,9,11,6,13
"Bra033131",0,0,0,1,1,1,0,1
"Bra033132",7.72,0,14.01,3.59,0,1.14,26.04,13.54
"Bra033133",1,1,0,1,2,0,0,1
"Bra033134",166,221,251,170,306,256,417,369
"Bra033135",0,0,0,0,0,0,0,0
"Bra033136",0,1,0,1,2,0,1,0
"Bra033137",0,0,0,0,0,0,0,0
"Bra033138",0,0,16,0,1,0,0,35
"Bra033139",0,1,0,0,0,0,0,0
"Bra033140",1812,2995,3375.99,2135,4414,3633.68,5630.79,4611.74
"Bra033141",78,95,126,63,116,95,229,151
